Local time,Open,High,Low,Close,Volume,Next Open
5/4/2003,0.003954259,1.13009,1.12014,1.12774,1274222.404,1.12728
5/5/2003,0.013918459,1.14506,1.12723,1.14338,1279672.479,1.14297
5/6/2003,-0.006054402,1.14438,1.13265,1.13647,1278008.602,1.13605
5/7/2003,0.011680824,1.15077,1.13006,1.14996,1265182.604,1.14932
5/8/2003,-0.000478544,1.15366,1.14346,1.14877,1272916.51,1.14877
5/9/2003,9.57546E-05,1.14877,1.14877,1.14877,0,1.14877
5/11/2003,0.004082237,1.16229,1.14888,1.15427,1270388.389,1.15357
5/12/2003,-0.002054492,1.15739,1.1462,1.1512,1263821.01,1.1512
5/13/2003,-0.001798124,1.1537,1.14667,1.1494,1277471.594,1.14913
5/14/2003,-0.009903144,1.14967,1.13744,1.13847,1275857.416,1.13775
5/15/2003,0.016963305,1.15766,1.13675,1.15705,1274033.598,1.15705
5/16/2003,0.007424053,1.15705,1.15705,1.15705,0,1.15705
5/18/2003,-0.000377475,1.17353,1.16205,1.16566,1276461,1.1652
5/19/2003,0.00402506,1.17146,1.15998,1.17039,1278055.211,1.16989
5/20/2003,-0.002863517,1.17437,1.1661,1.16716,1269671.405,1.16654
5/21/2003,0.001911636,1.17266,1.16181,1.16908,1276077.102,1.16877
5/22/2003,0.011627609,1.18363,1.16635,1.18236,1276165.408,1.18236
5/23/2003,-0.000304476,1.18236,1.18236,1.18236,0,1.18236
5/25/2003,0.003384095,1.18744,1.17955,1.1866,1278312.803,1.186
5/26/2003,-0.003448567,1.19286,1.18166,1.18258,1271915.799,1.18191
5/27/2003,-0.005110372,1.18439,1.17037,1.17619,1276412.498,1.17587
5/28/2003,0.00995008,1.18998,1.16909,1.18803,1278348.973,1.18757
5/29/2003,-0.00922893,1.19144,1.17419,1.17661,1272050.996,1.17661
5/30/2003,-0.004946414,1.17661,1.17661,1.17661,0,1.17661
6/1/2003,0.002963811,1.17652,1.16504,1.17443,1160226.102,1.17426
6/2/2003,-0.001115596,1.17773,1.16858,1.17361,1270931.893,1.17295
6/3/2003,-0.006223624,1.17463,1.16609,1.16615,1276120.6,1.16565
6/4/2003,0.015047398,1.1885,1.16273,1.18375,1280677.875,1.18319
6/5/2003,-0.011392929,1.18772,1.16829,1.16971,1279083.799,1.16971
6/6/2003,-0.000863462,1.16971,1.16971,1.16971,0,1.16971
6/8/2003,0.001762642,1.17846,1.16548,1.17131,1274278.316,1.17076
6/9/2003,-0.003416584,1.174,1.16692,1.16729,1269463.797,1.16676
6/10/2003,0.005853817,1.17805,1.16571,1.17391,1264178.707,1.17359
6/11/2003,0.001900153,1.18038,1.1702,1.17608,1267150.598,1.17582
6/12/2003,0.008657788,1.18758,1.17338,1.186,1279678.803,1.186
6/13/2003,0.000202361,1.186,1.186,1.186,0,1.186
6/15/2003,-0.002596439,1.19263,1.18198,1.18326,1271366.086,1.18316
6/16/2003,-0.003989317,1.18652,1.1767,1.17907,1265464.611,1.17844
6/17/2003,-0.009113744,1.18016,1.16604,1.16853,1265660.506,1.1677
6/18/2003,0.003082984,1.17372,1.15826,1.17173,1266762.291,1.1713
6/19/2003,-0.009562025,1.17333,1.15501,1.1601,1271527.805,1.1601
6/20/2003,-0.000474097,1.1601,1.1601,1.1601,0,1.1601
6/22/2003,-0.005010564,1.16028,1.15069,1.15399,1267169.326,1.15374
6/23/2003,-0.002218871,1.15801,1.1475,1.15141,1281097.088,1.15118
6/24/2003,0.002267239,1.16205,1.14897,1.15368,1274772.592,1.15379
6/25/2003,-0.010695187,1.15509,1.14125,1.14151,1269716.205,1.14145
6/26/2003,0.000692102,1.14665,1.13984,1.14224,1271972.711,1.14224
6/27/2003,0.000122566,1.14224,1.14224,1.14224,0,1.14224
6/29/2003,0.007405592,1.15121,1.13964,1.15086,1279420.603,1.15084
6/30/2003,0.004040527,1.16069,1.1501,1.15578,1275064.297,1.15549
7/1/2003,-0.001765485,1.15668,1.15035,1.15366,1267163,1.15345
7/2/2003,-0.004161429,1.15424,1.14316,1.14915,1276490.797,1.14865
7/3/2003,-2.61176E-05,1.14999,1.14462,1.14862,1281812.506,1.14862
7/4/2003,-0.000539778,1.14862,1.14862,1.14862,0,1.14862
7/6/2003,-0.014137631,1.14854,1.13122,1.13222,1273294.422,1.13177
7/7/2003,-0.0006185,1.13498,1.12577,1.13121,1258378.705,1.13107
7/8/2003,0.002670038,1.1365,1.13029,1.13451,1277843.699,1.13409
7/9/2003,0.003509422,1.13914,1.13085,1.13861,1267429.004,1.13807
7/10/2003,-0.007442424,1.13887,1.12749,1.1296,1265165.486,1.1296
7/11/2003,-0.000849858,1.1296,1.1296,1.1296,0,1.1296
7/13/2003,-0.001391055,1.1307,1.1241,1.12749,1269917.789,1.12707
7/14/2003,-0.008269229,1.13358,1.1155,1.11828,1267433.918,1.11775
7/15/2003,0.002451353,1.12305,1.11113,1.12038,1272510.607,1.12049
7/16/2003,-0.000660425,1.12477,1.11556,1.12049,1266504.793,1.11975
7/17/2003,0.006617549,1.13022,1.11701,1.12716,1278004.692,1.12716
7/18/2003,-0.000896057,1.12716,1.12716,1.12716,0,1.12716
7/20/2003,0.006890734,1.13526,1.12401,1.13465,1272058.607,1.13391
7/21/2003,-0.001710894,1.13713,1.13044,1.13285,1254297.885,1.13197
7/22/2003,0.013851957,1.14882,1.13119,1.14724,1272355.209,1.14765
7/23/2003,-0.000749357,1.15091,1.1422,1.14665,1268987.797,1.14679
7/24/2003,0.003226397,1.15477,1.14425,1.15049,1278273.317,1.15049
7/25/2003,-0.000304218,1.15049,1.15049,1.15049,0,1.15049
7/27/2003,-0.001191159,1.15172,1.14511,1.14879,1276345.803,1.14877
7/28/2003,-0.003264361,1.15365,1.14502,1.14559,1275433.5,1.14502
7/29/2003,-0.009912491,1.146,1.13338,1.13396,1263519.401,1.13367
7/30/2003,-0.008970865,1.13709,1.12222,1.12398,1266967.795,1.1235
7/31/2003,0.001611037,1.12706,1.11338,1.12531,1216925.203,1.12531
8/1/2003,0.002150519,1.12531,1.12531,1.12531,0,1.12531
8/3/2003,0.006827875,1.13734,1.12564,1.1354,1272231.197,1.13543
8/4/2003,0.002237038,1.13966,1.13054,1.13863,1279489.512,1.13797
8/5/2003,-0.004850743,1.1425,1.13238,1.13291,1270227.598,1.13245
8/6/2003,0.003540995,1.14138,1.13173,1.13702,1273274.221,1.13646
8/7/2003,-0.005217958,1.13817,1.12861,1.13053,1261236.699,1.13053
8/8/2003,-0.001512565,1.13053,1.13053,1.13053,0,1.13053
8/10/2003,0.005634202,1.13788,1.12615,1.13552,1242761.91,1.13518
8/11/2003,-0.006615691,1.13709,1.12745,1.128,1335296.721,1.12767
8/12/2003,0.003511666,1.13302,1.12169,1.1319,1354644.488,1.13163
8/13/2003,-0.005284413,1.13365,1.12234,1.12547,1334944.694,1.12565
8/14/2003,0.000604095,1.12944,1.12396,1.12633,1301675.908,1.12633
8/15/2003,-0.001891098,1.12633,1.12633,1.12633,0,1.12633
8/17/2003,-0.00893969,1.12675,1.11221,1.11398,1327518.615,1.11415
8/18/2003,-0.000942422,1.1151,1.10534,1.11362,1342325.606,1.1131
8/19/2003,-0.001679993,1.11462,1.10783,1.11155,1344872.791,1.11123
8/20/2003,-0.017908084,1.11209,1.08826,1.09196,1346824.59,1.09133
8/21/2003,-0.003683579,1.09445,1.0835,1.08731,1334104.69,1.08731
8/22/2003,-0.002161297,1.08731,1.08731,1.08731,0,1.08731
8/24/2003,0.001603746,1.09169,1.08443,1.08705,1343844.418,1.0867
8/25/2003,-0.001803626,1.0908,1.07911,1.08512,1338102.291,1.08474
8/26/2003,0.002876265,1.09288,1.08303,1.0883,1340521.791,1.08786
8/27/2003,-0.000119501,1.09114,1.08082,1.08781,1344437.32,1.08773
8/28/2003,0.00959797,1.09964,1.08678,1.09817,1348179.893,1.09817
8/29/2003,0.000509939,1.09817,1.09817,1.09817,0,1.09817
8/31/2003,-0.00250289,1.10125,1.09487,1.09645,1203066.61,1.09598
9/1/2003,-0.014151718,1.097,1.08014,1.08049,1320140.698,1.08047
9/2/2003,0.003498478,1.08715,1.07606,1.08444,1360730.203,1.08425
9/3/2003,0.008752594,1.09485,1.0805,1.094,1353345.914,1.09374
9/4/2003,0.015040138,1.11116,1.0915,1.11019,1324495.198,1.11019
9/5/2003,-0.000414343,1.11019,1.11019,1.11019,0,1.11019
9/7/2003,-0.003135898,1.11282,1.10448,1.10619,1348611.988,1.10625
9/8/2003,0.013957062,1.1239,1.10514,1.12208,1359372.881,1.12169
9/9/2003,-0.001221371,1.12347,1.11608,1.12046,1365261.682,1.12032
9/10/2003,-7.14082E-05,1.12695,1.11537,1.12059,1364003.012,1.12024
9/11/2003,0.007668,1.13208,1.11329,1.12883,1344504.699,1.12883
9/12/2003,-0.001842616,1.12883,1.12883,1.12883,0,1.12883
9/14/2003,0.000852008,1.13082,1.12401,1.12787,1348262.723,1.12771
9/15/2003,-0.009390712,1.13165,1.11523,1.11716,1346871.373,1.11712
9/16/2003,0.009497637,1.12989,1.11366,1.12804,1340380.779,1.12773
9/17/2003,-0.002420792,1.13414,1.12246,1.12526,1337392.317,1.125
9/18/2003,0.011217778,1.13823,1.12363,1.13762,1353038.102,1.13762
9/19/2003,0.005019251,1.13762,1.13762,1.13762,0,1.13762
